Sample in Buffer,Sample in Window,TRIGGER,voltage_signals[15:0],parallel_word_data[15:0],DAC_send_pulse
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,HEX
771,771,0,061c,7450,1
772,772,0,061c,7450,1
773,773,0,061c,7450,1
774,774,0,061c,7450,1
775,775,0,061c,7450,1
776,776,0,061c,7450,1
777,777,0,061c,7450,1
778,778,0,061c,7450,1
779,779,0,061c,7450,1
780,780,0,061c,7450,1
781,781,0,061c,29800,1
782,782,0,061c,29800,1
783,783,0,061c,-11871,1
784,784,0,061c,-11871,1
785,785,0,061c,18055,1
786,786,0,061c,18055,1
787,787,0,061c,6686,1
788,788,0,061c,6686,1
789,789,0,061c,26745,1
790,790,0,061c,26745,1
791,791,0,061c,-24091,1
792,792,0,061c,-24091,1
793,793,0,061c,-30827,1
794,794,0,061c,-30827,1
795,795,0,061c,7765,1
796,796,0,061c,7765,1
797,797,0,061c,7765,1
798,798,0,061c,7765,1
799,799,0,061c,7765,1
800,800,0,061c,7765,1
801,801,0,061c,7765,1
802,802,0,061c,7765,1
803,803,0,061c,7765,1
804,804,0,061c,7765,1
805,805,0,061c,7765,1
806,806,0,061c,31060,1
807,807,0,061c,31060,1
808,808,0,061c,-6831,1
809,809,0,061c,-6831,1
810,810,0,061c,-27321,1
811,811,0,061c,-27321,1
812,812,0,061c,21788,1
813,813,0,061c,21788,1
814,814,0,061c,21617,1
815,815,0,061c,21617,1
816,816,0,061c,20934,1
817,817,0,061c,20934,1
818,818,0,061c,18203,1
819,819,0,061c,18203,1
820,820,0,061c,7277,1
821,821,0,061c,7277,1
822,822,0,061c,7277,1
823,823,0,061c,7277,1
824,824,0,061c,7277,1
825,825,0,061c,7277,1
826,826,0,061c,7277,1
827,827,0,061c,7277,1
828,828,0,061c,7277,1
829,829,0,061c,7277,1
830,830,0,061c,7277,1
831,831,0,061c,29108,1
832,832,0,061c,29108,1
833,833,0,061c,-14639,1
834,834,0,061c,-14639,1
835,835,0,061c,6982,1
836,836,0,061c,6982,1
837,837,0,061c,27931,1
838,838,0,061c,27931,1
839,839,0,061c,-19348,1
840,840,0,061c,-19348,1
841,841,0,061c,-11854,1
842,842,0,061c,-11854,1
843,843,0,061c,18123,1
844,844,0,061c,18123,1
845,845,0,061c,6958,1
846,846,0,061c,6958,1
847,847,0,061c,6958,1
848,848,0,061c,6958,1
849,849,0,061c,6958,1
850,850,0,061c,6958,1
851,851,0,061c,6958,1
852,852,0,061c,6958,1
853,853,0,061c,6958,1
854,854,0,061c,6958,1
855,855,0,061c,6958,1
856,856,0,061c,27832,1
857,857,0,061c,27832,1
858,858,0,061c,-19743,1
859,859,0,061c,-19743,1
860,860,0,061c,-13434,1
861,861,0,061c,-13434,1
862,862,0,061c,11803,1
863,863,0,061c,11803,1
864,864,0,061c,-18323,1
865,865,0,061c,-18323,1
866,866,0,061c,-7754,1
867,867,0,061c,-7754,1
868,868,0,061c,-31016,1
869,869,0,061c,-31016,1
870,870,0,061c,7011,1
871,871,0,061c,7011,1
872,872,0,061c,7011,1
873,873,0,061c,7011,1
874,874,0,061c,7011,1
875,875,0,061c,7011,1
876,876,0,061c,7011,1
877,877,0,061c,7011,1
878,878,0,061c,7011,1
879,879,0,061c,7011,1
880,880,0,061c,7011,1
881,881,0,061c,28044,1
882,882,0,061c,28044,1
883,883,0,061c,-18895,1
884,884,0,061c,-18895,1
885,885,0,061c,-10042,1
886,886,0,061c,-10042,1
887,887,0,061c,25371,1
888,888,0,061c,25371,1
889,889,0,061c,-29585,1
890,890,0,061c,-29585,1
891,891,0,061c,12733,1
892,892,0,061c,12733,1
893,893,0,061c,-14601,1
894,894,0,061c,-14601,1
895,895,0,061c,7135,1
896,896,0,061c,7135,1
897,897,0,061c,7135,1
898,898,0,061c,7135,1
899,899,0,061c,7135,1
900,900,0,061c,7135,1
901,901,0,061c,7135,1
902,902,0,061c,7135,1
903,903,0,061c,7135,1
904,904,0,061c,7135,1
905,905,0,061c,7135,1
906,906,0,061c,28540,1
907,907,0,061c,28540,1
908,908,0,061c,-16911,1
909,909,0,061c,-16911,1
910,910,0,061c,-2106,1
911,911,0,061c,-2106,1
912,912,0,061c,-8421,1
913,913,0,061c,-8421,1
914,914,0,061c,31853,1
915,915,0,061c,31853,1
916,916,0,061c,-3659,1
917,917,0,061c,-3659,1
918,918,0,061c,-14635,1
919,919,0,061c,-14635,1
920,920,0,061c,6999,1
921,921,0,061c,6999,1
922,922,0,061c,6999,1
923,923,0,061c,6999,1
924,924,0,061c,6999,1
925,925,0,061c,6999,1
926,926,0,061c,6999,1
927,927,0,061c,6999,1
928,928,0,061c,6999,1
929,929,0,061c,6999,1
930,930,0,061c,6999,1
931,931,0,061c,27996,1
932,932,0,061c,27996,1
933,933,0,061c,-19087,1
934,934,0,061c,-19087,1
935,935,0,061c,-10810,1
936,936,0,061c,-10810,1
937,937,0,061c,22299,1
938,938,0,061c,22299,1
939,939,0,061c,23661,1
940,940,0,061c,23661,1
941,941,0,061c,29109,1
942,942,0,061c,29109,1
943,943,0,061c,-14634,1
944,944,0,061c,-14634,1
945,945,0,061c,7000,1
946,946,0,061c,7000,1
947,947,0,061c,7000,1
948,948,0,061c,7000,1
949,949,0,061c,7000,1
950,950,0,061c,7000,1
951,951,0,061c,7000,1
952,952,0,061c,7000,1
953,953,0,061c,7000,1
954,954,0,061c,7000,1
955,955,0,061c,7000,1
956,956,0,061c,28000,1
957,957,0,061c,28000,1
958,958,0,061c,-19071,1
959,959,0,061c,-19071,1
960,960,0,061c,-10746,1
