Sample in Buffer,Sample in Window,TRIGGER,voltage_signals[15:0],parallel_word_data[15:0],DAC_send_pulse
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,HEX
0,0,0,04f0,30877,0
1,1,0,04f0,-7561,0
2,2,1,04f0,-7561,1
3,3,0,04f0,-7561,1
4,4,0,04f0,-7561,1
5,5,0,04f0,-7561,1
6,6,0,04f0,-7561,1
7,7,0,04f0,-7561,1
8,8,0,04f0,-7561,1
9,9,0,04f0,-7561,1
10,10,0,04f0,-7561,1
11,11,0,04f0,-7561,1
12,12,0,04f0,-30241,1
13,13,0,04f0,-30241,1
14,14,0,04f0,10110,1
15,15,0,04f0,10110,1
16,16,0,04f0,-25096,1
17,17,0,04f0,-25096,1
18,18,0,04f0,30690,1
19,19,0,04f0,30690,1
20,20,0,04f0,-8310,1
21,21,0,04f0,-8310,1
22,22,0,04f0,32296,1
23,23,0,04f0,32296,1
24,24,0,04f0,-1887,1
25,25,0,04f0,-1887,1
26,26,0,04f0,-7547,1
27,27,0,04f0,-7547,1
28,28,0,04f0,-7547,1
29,29,0,04f0,-7547,1
30,30,0,04f0,-7547,1
31,31,0,04f0,-7547,1
32,32,0,04f0,-7547,1
33,33,0,04f0,-7547,1
34,34,0,04f0,-7547,1
35,35,0,04f0,-7547,1
36,36,0,04f0,-7547,1
37,37,0,04f0,-30185,1
38,38,0,04f0,-30185,1
39,39,0,04f0,10334,1
40,40,0,04f0,10334,1
41,41,0,04f0,-24200,1
42,42,0,04f0,-24200,1
43,43,0,04f0,-31262,1
44,44,0,04f0,-31262,1
45,45,0,04f0,6025,1
46,46,0,04f0,6025,1
47,47,0,04f0,24102,1
48,48,0,04f0,24102,1
49,49,0,04f0,30873,1
50,50,0,04f0,30873,1
51,51,0,04f0,-7577,1
52,52,0,04f0,-7577,1
53,53,0,04f0,-7577,1
54,54,0,04f0,-7577,1
55,55,0,04f0,-7577,1
56,56,0,04f0,-7577,1
57,57,0,04f0,-7577,1
58,58,0,04f0,-7577,1
59,59,0,04f0,-7577,1
60,60,0,04f0,-7577,1
61,61,0,04f0,-7577,1
62,62,0,04f0,-30305,1
63,63,0,04f0,-30305,1
64,64,0,04f0,9854,1
65,65,0,04f0,9854,1
66,66,0,04f0,-26120,1
67,67,0,04f0,-26120,1
68,68,0,04f0,26594,1
69,69,0,04f0,26594,1
70,70,0,04f0,-24695,1
71,71,0,04f0,-24695,1
72,72,0,04f0,32294,1
73,73,0,04f0,32294,1
74,74,0,04f0,-1893,1
75,75,0,04f0,-1893,1
76,76,0,04f0,-7569,1
77,77,0,04f0,-7569,1
78,78,0,04f0,-7569,1
79,79,0,04f0,-7569,1
80,80,0,04f0,-7569,1
81,81,0,04f0,-7569,1
82,82,0,04f0,-7569,1
83,83,0,04f0,-7569,1
84,84,0,04f0,-7569,1
85,85,0,04f0,-7569,1
86,86,0,04f0,-7569,1
87,87,0,04f0,-30273,1
88,88,0,04f0,-30273,1
89,89,0,04f0,9982,1
90,90,0,04f0,9982,1
91,91,0,04f0,-25606,1
92,92,0,04f0,-25606,1
93,93,0,04f0,28651,1
94,94,0,04f0,28651,1
95,95,0,04f0,-16466,1
96,96,0,04f0,-16466,1
97,97,0,04f0,-325,1
98,98,0,04f0,-325,1
99,99,0,04f0,-1299,1
100,100,0,04f0,-1299,1
101,101,0,04f0,-5195,1
102,102,0,04f0,-5195,1
103,103,0,04f0,-5195,1
104,104,0,04f0,-5195,1
105,105,0,04f0,-5195,1
106,106,0,04f0,-5195,1
107,107,0,04f0,-5195,1
108,108,0,04f0,-5195,1
109,109,0,04f0,-5195,1
110,110,0,04f0,-5195,1
111,111,0,04f0,-5195,1
112,112,0,04f0,-20777,1
113,113,0,04f0,-20777,1
114,114,0,04f0,-17570,1
115,115,0,04f0,-17570,1
116,116,0,04f0,-4743,1
117,117,0,04f0,-4743,1
118,118,0,04f0,-18969,1
119,119,0,04f0,-18969,1
120,120,0,04f0,-10339,1
121,121,0,04f0,-10339,1
122,122,0,04f0,24183,1
123,123,0,04f0,24183,1
124,124,0,04f0,31197,1
125,125,0,04f0,31197,1
126,126,0,04f0,-6284,1
127,127,0,04f0,-6284,1
128,128,0,04f0,-6284,1
129,129,0,04f0,-6284,1
130,130,0,04f0,-6284,1
131,131,0,04f0,-6284,1
132,132,0,04f0,-6284,1
133,133,0,04f0,-6284,1
134,134,0,04f0,-6284,1
135,135,0,04f0,-6284,1
136,136,0,04f0,-6284,1
137,137,0,04f0,-25133,1
138,138,0,04f0,-25133,1
139,139,0,04f0,30541,1
140,140,0,04f0,30541,1
141,141,0,04f0,-8905,1
142,142,0,04f0,-8905,1
143,143,0,04f0,29919,1
144,144,0,04f0,29919,1
145,145,0,04f0,-11395,1
146,146,0,04f0,-11395,1
147,147,0,04f0,19959,1
148,148,0,04f0,19959,1
149,149,0,04f0,14300,1
150,150,0,04f0,14300,1
151,151,0,04f0,-8334,1
152,152,0,04f0,-8334,1
153,153,0,04f0,-8334,1
154,154,0,04f0,-8334,1
155,155,0,04f0,-8334,1
156,156,0,04f0,-8334,1
157,157,0,04f0,-8334,1
158,158,0,04f0,-8334,1
159,159,0,04f0,-8334,1
160,160,0,04f0,-8334,1
161,161,0,04f0,-8334,1
162,162,0,04f0,32203,1
163,163,0,04f0,32203,1
164,164,0,04f0,-2259,1
165,165,0,04f0,-2259,1
166,166,0,04f0,-9033,1
167,167,0,04f0,-9033,1
168,168,0,04f0,29405,1
169,169,0,04f0,29405,1
170,170,0,04f0,-13449,1
171,171,0,04f0,-13449,1
172,172,0,04f0,11743,1
173,173,0,04f0,11743,1
174,174,0,04f0,-18564,1
175,175,0,04f0,-18564,1
176,176,0,04f0,-8717,1
177,177,0,04f0,-8717,1
178,178,0,04f0,-8717,1
179,179,0,04f0,-8717,1
180,180,0,04f0,-8717,1
181,181,0,04f0,-8717,1
182,182,0,04f0,-8717,1
183,183,0,04f0,-8717,1
184,184,0,04f0,-8717,1
185,185,0,04f0,-8717,1
186,186,0,04f0,-8717,1
187,187,0,04f0,30671,1
188,188,0,04f0,30671,1
189,189,0,04f0,-8387,1
190,190,0,04f0,-8387,1
191,191,0,04f0,31991,1
192,192,0,04f0,31991,1
193,193,0,04f0,-3105,1
194,194,0,04f0,-3105,1
195,195,0,04f0,-12420,1
196,196,0,04f0,-12420,1
197,197,0,04f0,15858,1
198,198,0,04f0,15858,1
199,199,0,04f0,-2103,1
200,200,0,04f0,-2103,1
201,201,0,04f0,-8412,1
202,202,0,04f0,-8412,1
203,203,0,04f0,-8412,1
204,204,0,04f0,-8412,1
205,205,0,04f0,-8412,1
206,206,0,04f0,-8412,1
207,207,0,04f0,-8412,1
208,208,0,04f0,-8412,1
209,209,0,04f0,-8412,1
210,210,0,04f0,-8412,1
211,211,0,04f0,-8412,1
212,212,0,04f0,31891,1
213,213,0,04f0,31891,1
214,214,0,04f0,-3506,1
215,215,0,04f0,-3506,1
216,216,0,04f0,-14023,1
217,217,0,04f0,-14023,1
218,218,0,04f0,9445,1
219,219,0,04f0,9445,1
220,220,0,04f0,-27753,1
221,221,0,04f0,-27753,1
222,222,0,04f0,20063,1
223,223,0,04f0,20063,1
224,224,0,04f0,14717,1
225,225,0,04f0,14717,1
226,226,0,04f0,-6666,1
227,227,0,04f0,-6666,1
228,228,0,04f0,-6666,1
229,229,0,04f0,-6666,1
230,230,0,04f0,-6666,1
231,231,0,04f0,-6666,1
232,232,0,04f0,-6666,1
233,233,0,04f0,-6666,1
234,234,0,04f0,-6666,1
235,235,0,04f0,-6666,1
236,236,0,04f0,-6666,1
237,237,0,04f0,-26661,1
238,238,0,04f0,-26661,1
239,239,0,04f0,24430,1
240,240,0,04f0,24430,1
241,241,0,04f0,32184,1
242,242,0,04f0,32184,1
243,243,0,04f0,-2334,1
244,244,0,04f0,-2334,1
245,245,0,04f0,-9335,1
246,246,0,04f0,-9335,1
247,247,0,04f0,28197,1
248,248,0,04f0,28197,1
249,249,0,04f0,-18284,1
250,250,0,04f0,-18284,1
251,251,0,04f0,-7597,1
252,252,0,04f0,-7597,1
253,253,0,04f0,-7597,1
254,254,0,04f0,-7597,1
255,255,0,04f0,-7597,1
256,256,0,04f0,-7597,1
257,257,0,04f0,-7597,1
258,258,0,04f0,-7597,1
259,259,0,04f0,-7597,1
260,260,0,04f0,-7597,1
261,261,0,04f0,-7597,1
262,262,0,04f0,-30385,1
263,263,0,04f0,-30385,1
264,264,0,04f0,9534,1
265,265,0,04f0,9534,1
266,266,0,04f0,-27400,1
267,267,0,04f0,-27400,1
268,268,0,04f0,21474,1
269,269,0,04f0,21474,1
270,270,0,04f0,20363,1
271,271,0,04f0,20363,1
272,272,0,04f0,15916,1
273,273,0,04f0,15916,1
274,274,0,04f0,-1869,1
275,275,0,04f0,-1869,1
276,276,0,04f0,-7475,1
277,277,0,04f0,-7475,1
278,278,0,04f0,-7475,1
279,279,0,04f0,-7475,1
280,280,0,04f0,-7475,1
281,281,0,04f0,-7475,1
282,282,0,04f0,-7475,1
283,283,0,04f0,-7475,1
284,284,0,04f0,-7475,1
285,285,0,04f0,-7475,1
286,286,0,04f0,-7475,1
287,287,0,04f0,-29897,1
288,288,0,04f0,-29897,1
289,289,0,04f0,11486,1
290,290,0,04f0,11486,1
291,291,0,04f0,-19592,1
292,292,0,04f0,-19592,1
293,293,0,04f0,-12830,1
294,294,0,04f0,-12830,1
295,295,0,04f0,14217,1
296,296,0,04f0,14217,1
297,297,0,04f0,-8667,1
298,298,0,04f0,-8667,1
299,299,0,04f0,30868,1
300,300,0,04f0,30868,1
301,301,0,04f0,-7597,1
302,302,0,04f0,-7597,1
303,303,0,04f0,-7597,1
304,304,0,04f0,-7597,1
305,305,0,04f0,-7597,1
306,306,0,04f0,-7597,1
307,307,0,04f0,-7597,1
308,308,0,04f0,-7597,1
309,309,0,04f0,-7597,1
310,310,0,04f0,-7597,1
311,311,0,04f0,-7597,1
312,312,0,04f0,-30385,1
313,313,0,04f0,-30385,1
314,314,0,04f0,9534,1
315,315,0,04f0,9534,1
316,316,0,04f0,-27400,1
317,317,0,04f0,-27400,1
318,318,0,04f0,21473,1
319,319,0,04f0,21473,1
320,320,0,04f0,20357,1
321,321,0,04f0,20357,1
322,322,0,04f0,15893,1
323,323,0,04f0,15893,1
324,324,0,04f0,-1962,1
